t_s,infer_ms,n_boxes,phase,stage,n_W,pcu_W,n_E,pcu_E,det_car,det_motorcycle,det_bus,det_truck,det_ambulance,det_bicycle,det_autorickshaw
0.0,349.65,41,,,6.3,3.12,7.0,4.87,10,29,2,0,0,0,0
0.033,123.65,33,,,10.04,5.03,9.45,6.91,8,23,2,0,0,0,0
0.067,133.03,34,,,12.83,6.39,11.04,8.23,8,24,2,0,0,0,0
0.1,227.17,31,,,14.29,7.16,11.03,8.01,8,22,1,0,0,0,0
0.133,137.13,33,,,14.89,7.56,12.77,9.16,8,23,1,1,0,0,0
0.167,133.67,35,,,15.63,7.92,14.25,10.02,8,25,1,1,0,0,0
0.2,250.87,36,,,16.11,8.16,15.21,10.82,9,25,1,1,0,0,0
0.234,149.74,35,,,16.77,8.42,15.14,10.11,8,26,1,0,0,0,0
0.267,134.1,33,,,17.2,8.59,14.74,9.3,7,25,1,0,0,0,0
0.3,125.49,37,,,16.78,8.49,15.18,9.23,9,27,1,0,0,0,0
0.334,113.92,34,,,16.51,8.42,15.12,8.84,7,26,1,0,0,0,0
0.367,141.54,32,,,15.98,8.27,15.08,9.35,7,23,1,1,0,0,0
0.4,134.42,29,,,15.29,8.07,14.7,9.58,7,20,1,1,0,0,0
0.434,144.7,32,,,15.19,8.05,14.45,9.72,8,22,1,1,0,0,0
0.467,129.34,31,,,14.42,7.58,14.3,9.82,8,21,1,1,0,0,0
0.501,124.21,33,,,13.92,7.02,15.59,10.3,7,24,1,1,0,0,0
0.534,138.19,32,,,13.6,6.67,16.08,10.51,7,23,1,1,0,0,0
0.567,137.95,29,,,13.04,6.33,15.71,10.44,7,20,1,1,0,0,0
0.601,120.11,30,,,12.33,6.0,16.51,10.95,7,21,1,1,0,0,0
0.634,124.27,30,,,12.21,5.9,16.68,10.93,6,22,1,1,0,0,0
0.667,158.34,32,,,12.84,6.53,16.44,10.82,8,22,1,1,0,0,0
0.701,145.17,34,,,13.59,6.8,16.64,11.09,8,24,1,1,0,0,0
0.734,192.55,33,,,14.44,7.32,16.41,11.16,9,22,1,1,0,0,0
0.767,155.56,32,,,13.93,7.11,16.97,11.42,8,22,1,1,0,0,0
0.801,143.84,33,,,13.96,7.07,16.98,11.24,7,24,1,1,0,0,0
0.834,142.45,33,,,14.32,7.15,16.64,11.26,8,23,1,1,0,0,0
0.868,137.03,32,,,14.56,7.2,16.06,10.92,7,23,1,1,0,0,0
0.901,133.24,33,,,14.71,7.24,16.04,11.06,8,23,1,1,0,0,0
0.934,137.58,33,,,15.51,7.47,15.68,10.51,8,24,1,0,0,0,0
0.968,143.38,32,,,14.98,7.3,15.79,10.26,8,23,1,0,0,0,0
1.001,152.4,28,,,13.94,6.99,15.16,9.89,8,19,1,0,0,0,0
1.034,137.7,31,,,14.66,7.2,14.76,9.65,8,22,1,0,0,0,0
1.068,212.64,33,,,15.13,7.34,15.19,10.47,8,23,1,1,0,0,0
1.101,143.98,33,,,15.08,7.33,15.47,11.01,8,23,1,1,0,0,0
1.134,119.06,32,,,14.7,7.21,15.66,11.35,8,22,1,1,0,0,0
1.168,128.34,36,,,14.81,7.24,16.83,12.14,9,25,1,1,0,0,0
1.201,157.95,36,,,15.58,7.47,16.89,12.2,8,26,1,1,0,0,0
1.235,152.47,35,,,16.77,8.08,16.23,11.25,9,25,1,0,0,0,0
1.268,143.71,32,,,17.2,8.37,15.1,11.2,9,21,1,1,0,0,0
1.301,127.8,31,,,16.78,8.34,14.71,11.27,9,20,1,1,0,0,0
1.335,141.47,30,,,16.16,7.98,14.46,11.07,7,21,1,1,0,0,0
1.368,131.44,33,,,15.75,7.74,15.35,11.26,7,24,1,1,0,0,0
1.401,141.99,32,,,16.54,7.9,14.53,11.2,8,22,1,1,0,0,0
1.435,125.43,34,,,17.05,8.01,15.04,11.48,8,24,1,1,0,0,0
1.468,143.0,32,,,17.03,7.97,15.03,11.56,8,22,1,1,0,0,0
1.502,124.35,27,,,15.62,7.28,14.67,11.26,6,19,1,1,0,0,0
1.535,183.95,32,,,16.1,7.5,14.43,11.06,7,23,1,1,0,0,0
1.568,138.95,32,,,16.07,7.53,14.63,11.04,7,23,1,1,0,0,0
1.602,305.18,36,,,17.44,8.22,14.41,10.92,8,26,1,1,0,0,0
1.635,133.13,35,,,17.99,8.32,14.27,11.09,8,25,1,1,0,0,0
1.668,109.28,31,,,16.59,7.86,14.52,11.06,7,22,1,1,0,0,0
1.702,161.13,29,,,15.34,7.21,14.34,10.93,6,21,1,1,0,0,0
1.735,145.15,30,,,14.87,6.89,13.87,10.75,6,22,1,1,0,0,0
1.768,125.56,34,,,15.96,7.59,13.92,10.73,8,24,1,1,0,0,0
1.802,148.87,27,,,14.93,7.04,13.25,10.51,6,19,1,1,0,0,0
1.835,146.42,30,,,14.6,7.02,13.51,10.58,7,21,1,1,0,0,0
1.869,228.32,31,,,14.74,7.12,14.03,10.72,7,22,1,1,0,0,0
1.902,238.95,31,,,15.88,7.74,13.67,10.61,8,21,1,1,0,0,0
1.935,146.08,33,,,16.62,8.15,14.14,10.75,8,23,1,1,0,0,0
1.969,141.69,36,,,17.11,8.41,15.14,11.05,8,26,1,1,0,0,0
2.002,144.86,36,,,17.42,8.58,15.79,11.24,8,26,1,1,0,0,0
2.035,145.44,35,,,17.62,8.69,16.21,11.37,8,25,1,1,0,0,0
2.069,221.6,34,,,18.1,8.87,15.79,11.24,8,24,1,1,0,0,0
2.102,145.48,36,,,18.77,9.09,15.51,11.15,8,26,1,1,0,0,0
2.135,142.38,33,,,18.85,9.13,14.98,10.23,8,24,1,0,0,0,0
2.169,136.93,33,,,18.9,9.15,14.29,9.52,8,24,1,0,0,0,0
2.202,138.87,31,,,17.89,8.86,13.84,9.06,8,22,1,0,0,0,0
2.236,132.3,33,,,17.23,8.66,14.24,8.97,8,24,1,0,0,0,0
2.269,132.06,30,,,16.8,8.29,13.81,8.7,7,22,1,0,0,0,0
2.302,126.21,29,,,16.17,7.94,12.83,9.08,7,20,2,0,0,0,0
2.336,129.08,33,,,17.16,8.38,12.84,8.65,8,24,1,0,0,0,0
2.369,141.57,33,,,17.45,8.32,13.24,9.37,7,24,2,0,0,0,0
2.402,201.84,32,,,17.29,8.17,13.51,9.83,7,23,2,0,0,0,0
2.436,153.07,32,,,16.84,8.22,13.68,10.14,8,22,2,0,0,0,0
2.469,121.66,32,,,16.9,8.35,13.44,10.23,8,22,2,0,0,0,0
2.502,108.87,31,,,16.58,8.33,12.94,10.18,8,21,2,0,0,0,0
2.536,123.04,29,,,16.38,8.08,12.26,9.28,7,21,1,0,0,0,0
2.569,127.81,33,,,16.6,8.26,12.52,9.67,8,23,1,1,0,0,0
2.603,150.56,34,,,16.39,8.03,13.39,10.38,8,24,1,1,0,0,0
2.636,240.36,30,,,16.25,7.88,12.9,10.28,7,21,1,1,0,0,0
2.669,122.65,30,,,15.46,7.57,12.24,10.11,7,21,1,1,0,0,0
2.703,108.5,28,,,14.6,7.51,11.8,10.0,8,18,1,1,0,0,0
2.736,104.63,31,,,15.09,7.79,11.87,10.04,8,21,1,1,0,0,0
2.769,113.4,30,,,14.71,7.51,12.27,10.41,8,20,1,1,0,0,0
2.803,148.62,30,,,14.46,7.58,12.17,9.53,8,21,1,0,0,0,0
2.836,127.06,30,,,13.95,7.27,12.46,9.84,7,21,1,1,0,0,0
2.87,196.17,29,,,14.32,7.28,11.95,9.05,7,21,1,0,0,0,0
2.903,150.82,30,,,14.56,7.29,12.32,8.75,7,22,1,0,0,0,0
2.936,140.61,27,,,15.06,7.4,11.51,8.25,7,19,1,0,0,0,0
2.97,134.63,34,,,15.74,7.82,12.73,9.45,9,23,2,0,0,0,0
3.003,136.85,31,,,15.48,7.64,13.52,10.24,8,21,2,0,0,0,0
3.036,133.34,30,,,15.31,7.52,13.69,10.65,8,20,2,0,0,0,0
3.07,130.32,27,,,15.2,7.44,13.06,10.61,8,17,2,0,0,0,0
3.103,228.24,31,,,16.18,8.2,12.69,10.68,10,19,2,0,0,0,0
3.136,124.5,30,,,16.47,8.34,12.8,10.58,8,20,2,0,0,0,0
3.17,130.62,27,,,16.3,8.32,11.82,9.43,8,18,1,0,0,0,0
3.203,123.27,26,,,15.5,8.11,11.53,8.79,8,17,1,0,0,0,0
3.237,222.83,28,,,15.32,8.07,11.7,9.49,9,17,2,0,0,0,0
3.27,111.78,31,,,16.61,8.71,11.45,9.6,9,20,2,0,0,0,0
3.303,123.78,29,,,16.75,8.67,11.29,9.67,8,19,2,0,0,0,0
3.337,125.33,31,,,17.19,9.0,11.54,9.82,9,20,2,0,0,0,0
3.37,136.88,27,,,16.42,8.65,11.7,9.92,8,17,2,0,0,0,0
3.403,114.47,28,,,15.57,8.07,11.81,9.98,7,19,2,0,0,0,0
3.437,123.15,29,,,14.67,7.84,12.57,10.23,8,19,1,1,0,0,0
3.47,119.19,28,,,14.44,7.79,12.37,10.19,8,18,1,1,0,0,0
3.504,110.51,27,,,13.23,7.2,12.94,10.37,7,18,1,1,0,0,0
3.537,106.98,30,,,13.85,7.48,12.96,10.38,8,20,2,0,0,0,0
3.57,103.37,29,,,14.25,7.66,12.63,10.04,8,19,1,1,0,0,0
3.604,112.94,34,,,15.57,8.09,13.11,10.02,8,24,1,1,0,0,0
3.637,117.9,28,,,15.37,8.06,12.37,8.93,8,19,1,0,0,0,0
3.67,115.58,33,,,16.99,8.56,11.54,8.11,8,24,1,0,0,0,0
3.704,138.14,30,,,18.39,9.0,10.3,7.37,8,21,1,0,0,0,0
3.737,128.24,30,,,18.26,8.96,10.2,7.1,8,21,1,0,0,0,0
3.77,122.53,31,,,18.52,9.05,10.48,7.8,8,21,2,0,0,0,0
3.804,151.28,31,,,18.34,8.99,10.66,8.26,8,21,2,0,0,0,0
3.837,154.81,28,,,17.52,8.75,10.04,7.48,8,19,1,0,0,0,0
3.871,155.15,30,,,17.34,8.7,9.68,7.83,8,20,2,0,0,0,0
3.904,122.97,30,,,16.87,8.56,9.79,8.17,8,20,2,0,0,0,0
3.937,145.9,31,,,16.91,8.57,10.21,8.5,8,21,2,0,0,0,0
3.971,144.46,31,,,16.94,8.58,10.84,8.81,8,21,2,0,0,0,0
4.004,125.37,30,,,16.96,8.59,10.9,8.91,8,20,2,0,0,0,0
4.037,137.32,31,,,17.33,8.7,10.93,8.98,8,21,2,0,0,0,0
4.071,111.87,27,,,16.16,8.35,10.96,9.02,8,17,2,0,0,0,0
4.104,102.84,31,,,16.11,8.33,11.32,9.15,8,21,2,0,0,0,0
4.137,108.04,28,,,15.72,8.22,11.21,9.13,8,18,2,0,0,0,0
4.171,222.07,29,,,15.82,8.25,11.14,9.12,8,19,2,0,0,0,0
4.204,117.01,31,,,16.93,8.58,10.74,9.01,8,21,2,0,0,0,0
4.238,103.74,30,,,18.01,9.15,9.78,8.73,9,19,2,0,0,0,0
4.271,101.92,29,,,18.7,9.52,8.81,7.67,9,19,1,0,0,0,0
4.304,103.01,28,,,18.81,9.65,8.17,6.98,9,18,1,0,0,0,0
4.338,119.66,28,,,18.52,9.14,8.11,6.64,7,20,1,0,0,0,0
4.371,130.74,28,,,18.69,9.41,7.72,6.31,9,18,1,0,0,0,0
4.404,197.93,28,,,18.45,9.47,7.47,6.1,9,18,1,0,0,0,0
4.438,118.42,31,,,18.99,9.73,8.01,6.94,9,20,2,0,0,0,0
4.471,105.94,31,,,18.99,9.79,8.7,7.59,9,20,2,0,0,0,0
4.505,111.83,32,,,19.35,9.93,9.16,8.01,9,21,2,0,0,0,0
4.538,173.18,32,,,19.93,10.13,9.1,8.18,9,21,2,0,0,0,0
4.571,108.19,31,,,20.3,10.26,8.37,7.31,9,21,1,0,0,0,0
4.605,107.02,31,,,20.55,10.34,7.89,6.75,9,21,1,0,0,0,0
4.638,165.62,29,,,20.0,10.19,7.23,6.28,9,19,1,0,0,0,0
4.671,108.59,28,,,19.65,10.09,6.8,5.97,9,18,1,0,0,0,0
4.705,105.85,28,,,19.42,10.02,6.17,5.67,9,18,1,0,0,0,0
4.738,107.68,32,,,19.63,10.08,7.16,5.89,9,22,1,0,0,0,0
4.771,105.38,29,,,19.41,10.02,7.1,5.82,9,19,1,0,0,0,0
4.805,111.22,31,,,19.26,9.98,7.42,5.88,9,20,2,0,0,0,0
4.838,127.51,30,,,19.17,9.95,7.27,5.82,9,20,1,0,0,0,0
4.872,105.67,28,,,18.41,9.48,7.53,5.88,8,19,1,0,0,0,0
4.905,104.76,28,,,17.92,9.42,8.04,6.03,9,18,1,0,0,0,0
4.938,124.41,26,,,17.25,9.03,7.68,5.67,8,17,1,0,0,0,0
4.972,107.02,28,,,17.16,8.88,8.14,6.41,8,18,2,0,0,0,0
5.005,106.43,30,,,17.1,8.53,8.79,7.49,9,19,2,0,0,0,0
5.038,130.48,32,,,17.42,8.66,9.21,7.95,9,21,2,0,0,0,0
5.072,143.56,29,,,17.27,8.64,9.14,8.14,9,18,2,0,0,0,0
5.105,126.11,31,,,17.53,8.73,9.44,8.62,10,19,2,0,0,0,0
5.138,104.84,30,,,17.34,8.69,9.64,8.16,10,19,1,0,0,0,0
5.172,171.18,29,,,16.87,8.55,9.76,7.86,10,18,1,0,0,0,0
5.205,101.36,27,,,16.57,8.71,9.15,7.21,10,16,1,0,0,0,0
5.239,105.5,26,,,16.72,8.92,8.05,6.33,8,17,1,0,0,0,0
5.272,100.99,25,,,16.82,9.05,7.33,6.0,9,15,1,0,0,0,0
5.305,104.83,28,,,16.53,9.03,8.61,7.33,9,17,2,0,0,0,0
5.339,100.75,26,,,16.35,9.02,9.1,8.09,9,15,2,0,0,0,0
5.372,99.54,27,,,15.87,8.91,9.41,7.81,9,17,1,0,0,0,0
5.405,102.04,28,,,15.92,8.7,9.62,7.63,9,18,1,0,0,0,0
5.439,99.37,26,,,16.3,8.66,8.7,6.96,8,17,1,0,0,0,0
5.472,108.56,25,,,15.84,8.43,7.76,6.41,8,16,1,0,0,0,0
5.506,107.3,26,,,15.9,8.38,7.84,6.27,8,17,1,0,0,0,0
5.539,105.45,27,,,15.58,8.25,8.6,6.38,8,18,1,0,0,0,0
5.572,102.48,28,,,16.08,8.62,8.74,6.35,9,18,1,0,0,0,0
5.606,107.23,30,,,16.4,8.86,9.53,6.55,9,20,1,0,0,0,0
5.639,120.86,26,,,16.26,8.91,9.34,6.46,9,16,1,0,0,0,0
5.672,108.1,24,,,15.47,8.73,8.87,6.3,9,14,1,0,0,0,0
5.706,105.96,24,,,14.96,8.61,8.92,6.3,9,14,1,0,0,0,0
5.739,103.28,25,,,14.62,8.54,8.95,7.07,9,14,2,0,0,0,0
5.772,118.51,23,,,14.4,8.49,8.27,7.36,9,12,2,0,0,0,0
5.806,135.08,24,,,14.26,8.46,8.17,7.65,9,13,2,0,0,0,0
5.839,124.04,25,,,14.17,8.44,8.46,7.95,8,15,1,1,0,0,0
5.873,124.37,22,,,14.11,8.42,8.3,7.27,8,13,1,0,0,0,0
5.906,101.37,24,,,14.42,8.52,8.2,6.82,8,15,1,0,0,0,0
5.939,102.57,23,,,14.62,8.58,7.78,6.43,8,14,1,0,0,0,0
5.973,109.29,24,,,14.76,8.62,8.2,7.15,8,14,2,0,0,0,0
6.006,109.81,25,,,14.84,8.65,8.44,7.52,8,15,2,0,0,0,0
6.039,104.75,24,,,14.9,8.67,8.64,7.87,8,14,2,0,0,0,0
6.073,104.37,23,,,14.58,8.57,8.76,8.09,8,13,1,1,0,0,0
6.106,100.31,24,,,15.08,8.72,8.5,8.13,8,14,2,0,0,0,0
6.139,112.57,26,,,15.75,8.93,8.67,8.26,8,16,2,0,0,0,0
6.173,111.03,23,,,15.14,8.74,8.79,8.34,8,13,2,0,0,0,0
6.206,113.42,22,,,15.09,8.73,8.16,8.19,8,12,2,0,0,0,0
6.24,108.18,26,,,15.76,8.93,8.41,8.2,8,16,2,0,0,0,0
6.273,100.29,24,,,16.54,9.16,7.57,7.22,8,15,1,0,0,0,0
6.306,115.62,25,,,16.7,9.21,7.37,7.46,8,15,2,0,0,0,0
6.34,112.02,25,,,16.46,9.14,7.59,7.72,8,15,2,0,0,0,0
6.373,132.04,27,,,15.95,8.98,8.43,8.34,9,16,2,0,0,0,0
6.406,107.1,26,,,15.27,8.78,8.98,8.75,9,15,2,0,0,0,0
6.44,137.17,24,,,14.82,8.65,8.99,8.91,9,13,2,0,0,0,0
6.473,111.58,27,,,14.53,8.56,9.69,9.22,9,16,2,0,0,0,0
6.506,121.24,27,,,15.05,8.71,9.8,9.32,9,16,2,0,0,0,0
6.54,111.77,24,,,15.03,8.71,9.17,8.93,8,14,2,0,0,0,0
6.573,119.83,27,,,14.67,8.6,10.16,9.34,9,16,2,0,0,0,0
6.607,136.35,25,,,14.09,8.43,10.8,9.6,9,14,2,0,0,0,0
6.64,120.61,24,,,14.06,8.42,10.52,9.32,8,14,2,0,0,0,0
6.673,121.03,24,,,14.04,8.41,10.34,9.14,8,14,2,0,0,0,0
6.707,129.36,27,,,15.42,8.83,9.87,8.92,8,17,2,0,0,0,0
6.74,116.19,26,,,15.98,8.99,9.22,8.67,8,16,2,0,0,0,0
6.773,98.03,23,,,15.28,8.79,9.14,8.61,8,13,2,0,0,0,0
6.807,122.01,25,,,14.83,8.65,9.79,8.78,8,15,2,0,0,0,0
6.84,107.61,27,,,14.54,8.56,10.56,9.0,8,17,2,0,0,0,0
6.874,115.15,28,,,14.7,8.61,10.37,8.93,8,18,2,0,0,0,0
6.907,117.76,28,,,15.16,8.75,10.24,8.88,8,18,2,0,0,0,0
6.94,107.13,30,,,15.8,8.94,10.5,8.96,8,20,2,0,0,0,0
6.974,126.93,32,,,16.22,9.07,11.03,9.36,9,21,2,0,0,0,0
7.007,143.94,31,,,15.79,8.94,11.37,9.62,10,19,2,0,0,0,0
7.04,142.55,33,,,16.22,9.06,11.59,9.79,10,21,2,0,0,0,0
7.074,126.61,31,,,15.79,8.94,12.08,10.0,10,19,2,0,0,0,0
7.107,129.1,31,,,15.86,8.96,12.05,10.04,10,19,2,0,0,0,0
7.14,130.07,33,,,16.26,9.08,12.39,10.41,11,20,2,0,0,0,0
7.174,124.2,33,,,16.87,9.26,12.6,10.41,10,21,2,0,0,0,0
7.207,130.54,32,,,16.92,9.27,12.74,10.4,10,20,2,0,0,0,0
7.241,142.96,33,,,16.6,9.18,13.53,10.61,9,22,2,0,0,0,0
7.274,131.93,34,,,16.74,9.22,14.05,10.75,10,22,2,0,0,0,0
7.307,122.86,33,,,16.48,9.14,14.73,11.19,11,20,2,0,0,0,0
7.341,111.85,29,,,14.91,8.43,15.17,11.72,10,17,2,0,0,0,0
7.374,112.19,29,,,14.59,8.17,14.76,11.36,8,19,2,0,0,0,0
7.407,122.27,33,,,15.44,8.32,14.85,11.48,9,22,2,0,0,0,0
7.441,116.46,31,,,15.98,8.42,14.55,10.93,10,20,1,0,0,0,0
7.474,106.38,31,,,14.94,8.06,14.71,11.2,9,20,2,0,0,0,0
7.508,112.42,36,,,16.01,8.36,14.81,11.62,10,24,2,0,0,0,0
7.541,118.47,32,,,16.01,8.34,14.53,11.79,10,20,2,0,0,0,0
7.574,110.58,29,,,15.3,8.11,13.99,10.78,9,19,1,0,0,0,0
7.608,102.5,31,,,15.2,8.07,13.99,10.99,9,20,2,0,0,0,0
7.641,109.21,33,,,15.83,8.26,14.7,11.35,9,22,2,0,0,0,0
7.674,111.1,33,,,15.89,8.27,15.5,11.93,10,21,2,0,0,0,0
7.708,121.72,34,,,16.28,8.39,16.03,12.3,10,22,2,0,0,0,0
7.741,114.9,31,,,16.18,8.36,15.67,12.34,10,19,2,0,0,0,0
7.774,138.08,36,,,17.17,8.9,16.13,12.57,11,23,2,0,0,0,0
7.808,125.28,35,,,17.46,8.9,16.09,12.61,10,23,2,0,0,0,0
7.841,109.92,32,,,16.95,8.69,15.71,12.29,9,21,2,0,0,0,0
7.875,113.97,32,,,16.97,8.9,15.46,12.09,10,20,2,0,0,0,0
7.908,106.63,30,,,16.98,8.8,14.6,11.74,9,19,2,0,0,0,0
7.941,121.72,31,,,16.99,8.97,14.39,11.62,10,19,2,0,0,0,0
7.975,104.44,32,,,17.69,9.3,13.9,11.19,9,21,2,0,0,0,0
8.008,110.68,31,,,17.45,9.05,13.94,11.27,9,20,2,0,0,0,0
8.041,123.24,30,,,17.29,9.14,13.61,11.21,10,18,2,0,0,0,0
8.075,105.38,30,,,17.19,8.71,13.4,11.17,8,20,2,0,0,0,0
8.108,100.29,27,,,17.12,8.42,12.21,10.59,7,18,2,0,0,0,0
8.141,107.69,33,,,17.78,8.94,12.83,10.87,10,21,2,0,0,0,0
8.175,115.24,33,,,18.56,9.38,12.54,10.85,10,21,2,0,0,0,0
8.208,125.84,33,,,19.06,9.91,12.7,10.93,11,20,2,0,0,0,0
8.242,108.9,34,,,19.74,10.36,12.81,10.99,11,21,2,0,0,0,0
8.275,106.82,34,,,19.83,10.55,13.22,11.38,12,20,2,0,0,0,0
8.308,104.52,32,,,19.54,10.57,13.15,11.81,10,19,3,0,0,0,0
8.342,107.68,33,,,19.7,10.68,13.09,11.56,11,20,2,0,0,0,0
8.375,103.72,33,,,19.46,10.65,12.36,11.19,11,20,2,0,0,0,0
8.408,104.93,30,,,18.25,10.08,11.54,10.84,10,18,2,0,0,0,0
8.442,107.07,32,,,17.81,9.8,12.05,10.93,10,20,2,0,0,0,0
8.475,106.54,32,,,17.88,9.73,12.03,10.89,10,20,2,0,0,0,0
8.508,125.63,33,,,17.57,9.58,12.72,11.07,10,21,2,0,0,0,0
8.542,114.17,35,,,17.37,9.24,13.52,11.29,9,24,2,0,0,0,0
8.575,110.11,33,,,17.24,9.01,14.04,11.43,9,22,2,0,0,0,0
8.609,171.16,32,,,17.16,8.87,14.02,11.42,9,21,2,0,0,0,0
8.642,124.09,33,,,17.45,8.88,14.02,11.41,9,22,2,0,0,0,0
8.675,110.44,31,,,17.29,8.78,13.66,11.3,9,20,2,0,0,0,0
8.709,108.18,32,,,17.19,8.96,14.13,11.44,10,20,2,0,0,0,0
8.742,109.36,32,,,16.77,8.98,14.78,11.64,10,20,2,0,0,0,0
8.775,134.53,29,,,16.5,8.98,14.16,11.45,10,17,2,0,0,0,0
8.809,126.67,25,,,15.98,9.13,12.7,10.77,10,13,2,0,0,0,0
8.842,112.27,28,,,15.99,9.33,12.46,10.53,10,16,2,0,0,0,0
8.876,109.41,32,,,17.39,9.88,12.3,10.38,10,20,2,0,0,0,0
8.909,112.44,32,,,17.95,10.13,12.54,10.63,11,19,2,0,0,0,0
8.942,109.49,29,,,17.97,10.19,12.0,10.59,11,16,2,0,0,0,0
8.976,102.3,29,,,17.98,10.23,11.65,10.56,11,16,2,0,0,0,0
9.009,142.88,33,,,18.34,10.36,12.12,10.75,11,20,2,0,0,0,0
9.042,171.5,31,,,17.87,9.99,11.73,10.42,10,19,2,0,0,0,0
9.076,118.07,30,,,17.92,9.85,11.12,10.09,9,19,2,0,0,0,0
9.109,108.56,29,,,17.59,9.41,10.73,9.89,9,18,2,0,0,0,0
9.142,108.51,28,,,17.04,9.02,10.48,9.75,9,17,2,0,0,0,0
9.176,111.7,31,,,17.37,9.23,10.66,10.01,11,18,2,0,0,0,0
9.209,137.03,28,,,17.24,9.25,10.43,9.31,11,16,1,0,0,0,0
9.243,130.76,29,,,17.51,9.37,10.28,8.85,11,17,1,0,0,0,0
9.276,120.03,30,,,17.68,9.45,10.53,9.43,11,17,2,0,0,0,0
9.309,107.67,35,,,18.49,9.71,11.75,10.12,11,22,2,0,0,0,0
9.343,105.08,32,,,18.32,9.43,11.83,9.59,10,21,1,0,0,0,0
9.376,115.2,31,,,17.86,9.14,11.89,10.01,10,19,2,0,0,0,0
9.409,116.46,32,,,17.91,9.06,12.28,10.39,10,20,2,0,0,0,0
9.443,112.9,30,,,17.59,8.9,12.18,10.54,10,18,2,0,0,0,0
9.476,120.14,30,,,17.73,8.9,11.77,10.52,10,18,2,0,0,0,0
9.51,105.76,32,,,18.53,9.11,11.5,10.51,10,20,2,0,0,0,0
9.543,113.54,32,,,18.34,9.04,11.67,10.61,10,20,2,0,0,0,0
9.576,112.48,34,,,17.87,8.88,12.14,10.78,10,22,2,0,0,0,0
9.61,105.82,31,,,16.87,8.57,12.44,11.14,11,18,2,0,0,0,0
9.643,103.47,31,,,16.56,8.48,11.94,10.92,10,19,2,0,0,0,0
9.676,110.13,34,,,17.07,8.87,12.31,11.23,11,21,2,0,0,0,0
9.71,110.7,32,,,17.04,8.78,12.9,11.53,10,20,2,0,0,0,0
9.743,106.42,30,,,16.33,8.5,13.29,11.98,11,17,2,0,0,0,0
9.776,106.28,32,,,16.21,8.43,13.54,12.02,10,20,2,0,0,0,0
9.81,114.63,31,,,16.14,8.63,13.7,12.05,11,18,2,0,0,0,0
9.843,123.04,32,,,16.09,8.52,14.15,12.17,10,20,2,0,0,0,0
9.877,123.23,31,,,16.06,8.68,14.1,12.15,11,18,2,0,0,0,0
9.91,114.37,31,,,16.04,8.55,14.06,12.13,10,19,2,0,0,0,0
9.943,108.14,29,,,16.02,8.46,13.69,12.01,10,17,2,0,0,0,0
9.977,102.44,30,,,16.72,8.62,13.1,11.83,10,18,2,0,0,0,0
10.01,106.06,33,,,17.52,9.07,13.41,11.93,11,20,2,0,0,0,0
10.043,98.99,30,,,16.99,8.8,13.62,11.99,10,18,2,0,0,0,0
10.077,114.42,32,,,16.64,8.38,14.45,12.24,9,21,2,0,0,0,0
10.11,107.54,33,,,16.77,8.46,14.99,12.4,10,21,2,0,0,0,0
10.143,103.56,30,,,16.5,8.65,14.65,12.29,11,17,2,0,0,0,0
10.177,112.91,29,,,16.32,8.77,14.07,12.12,11,16,2,0,0,0,0
10.21,126.39,32,,,16.56,8.71,14.05,12.11,10,20,2,0,0,0,0
10.244,135.8,32,,,17.06,9.02,13.68,12.0,11,19,2,0,0,0,0
10.277,112.94,31,,,17.39,9.22,13.09,11.58,10,19,2,0,0,0,0
10.31,112.33,30,,,17.6,9.36,12.36,11.2,10,18,2,0,0,0,0
10.344,117.46,29,,,17.39,9.34,12.23,11.06,10,17,2,0,0,0,0
10.377,118.19,26,,,16.21,8.76,11.8,10.87,9,15,2,0,0,0,0
10.41,105.83,25,,,15.43,8.64,11.17,10.63,10,13,2,0,0,0,0
10.444,121.79,24,,,14.93,8.55,10.76,10.73,11,11,2,0,0,0,0
10.477,138.37,26,,,14.61,8.5,10.84,10.89,11,13,2,0,0,0,0
10.511,111.88,27,,,15.09,8.67,10.9,11.0,11,14,2,0,0,0,0
10.544,116.45,23,,,14.36,8.47,10.58,10.72,10,11,2,0,0,0,0
10.577,249.07,26,,,14.93,8.66,10.38,10.54,10,14,2,0,0,0,0
10.611,126.64,28,,,15.66,8.88,10.6,10.52,10,16,2,0,0,0,0
10.644,127.79,28,,,16.13,9.03,10.74,10.52,10,16,2,0,0,0,0
10.677,121.09,28,,,16.43,9.12,10.83,10.51,10,16,2,0,0,0,0
10.711,125.61,28,,,16.28,9.08,11.24,10.61,10,16,2,0,0,0,0
10.744,115.92,27,,,16.18,9.05,11.16,10.57,10,15,2,0,0,0,0
10.777,122.51,30,,,16.47,9.14,11.45,10.9,11,17,2,0,0,0,0
10.811,112.68,28,,,16.3,9.09,11.64,11.11,11,15,2,0,0,0,0
10.844,122.71,29,,,16.9,9.27,11.42,10.9,10,17,2,0,0,0,0
10.878,123.06,29,,,16.93,9.28,11.62,10.86,10,17,2,0,0,0,0
10.911,100.0,27,,,16.26,9.08,11.75,10.84,10,15,2,0,0,0,0
10.944,163.05,29,,,15.82,8.94,11.84,10.83,11,16,2,0,0,0,0
10.978,119.1,27,,,15.88,8.96,11.2,10.61,11,14,2,0,0,0,0
11.011,110.41,28,,,15.92,8.98,10.78,10.46,11,15,2,0,0,0,0
